"GSM862922_U87.1.CEL.gz"	"GSM862923_U87.2.CEL.gz"	"GSM862924_U87.3.CEL.gz"
"1566446_at"	"A"	"A"	"A"
"1566447_at"	"A"	"A"	"A"
"1566448_at"	"A"	"A"	"A"
"1566449_at"	"A"	"A"	"A"
"1566452_at"	"A"	"A"	"A"
"1566454_at"	"A"	"A"	"A"
"1566455_at"	"A"	"A"	"A"
"1566456_at"	"A"	"A"	"A"
"1566457_at"	"A"	"A"	"A"
"1566459_at"	"P"	"A"	"A"
"1566461_at"	"A"	"A"	"A"
"1566462_at"	"A"	"A"	"A"
"1566463_at"	"A"	"A"	"A"
"1566464_at"	"A"	"A"	"A"
"1566465_at"	"A"	"A"	"A"
"1566468_at"	"A"	"A"	"A"
"1566469_at"	"A"	"A"	"A"
"1566471_at"	"A"	"A"	"A"
"1566472_s_at"	"A"	"A"	"A"
"1566473_a_at"	"A"	"A"	"A"
"1566474_at"	"A"	"A"	"M"
"1566475_at"	"A"	"A"	"A"
"1566476_at"	"A"	"A"	"A"
"1566477_at"	"A"	"A"	"A"
"1566478_at"	"A"	"A"	"A"
"1566480_x_at"	"A"	"A"	"A"
"1566481_at"	"A"	"A"	"A"
"1566482_at"	"M"	"A"	"A"
"1566484_at"	"A"	"A"	"A"
"1566485_at"	"A"	"A"	"A"
"1566486_at"	"A"	"A"	"A"
"1566487_at"	"A"	"A"	"A"
"1566490_at"	"A"	"A"	"A"
"1566491_at"	"A"	"A"	"P"
"1566498_at"	"A"	"A"	"A"
"1566499_at"	"A"	"A"	"A"
"1566500_at"	"A"	"A"	"A"
"1566501_at"	"A"	"A"	"A"
"1566502_at"	"A"	"A"	"A"
"1566503_at"	"A"	"A"	"A"
"1566504_at"	"A"	"A"	"A"
"1566505_at"	"A"	"A"	"A"
"1566507_a_at"	"A"	"A"	"A"
"1566509_s_at"	"P"	"P"	"P"
"1566511_at"	"A"	"A"	"A"
"1566512_at"	"A"	"A"	"A"
"1566513_a_at"	"P"	"A"	"A"
"1566514_at"	"A"	"A"	"A"
"1566515_at"	"A"	"A"	"A"
"1566517_at"	"A"	"A"	"A"
"1566518_at"	"A"	"A"	"A"
"1566524_a_at"	"A"	"A"	"A"
"1566526_at"	"A"	"A"	"A"
"1566527_at"	"A"	"A"	"A"
"1566528_at"	"A"	"A"	"A"
"1566535_at"	"A"	"A"	"A"
"1566537_at"	"A"	"A"	"A"
"1566538_at"	"A"	"A"	"A"
"1566539_at"	"A"	"A"	"A"
"1566540_at"	"A"	"A"	"A"
"1566541_at"	"P"	"A"	"A"
"1566543_at"	"A"	"A"	"A"
"1566544_at"	"A"	"A"	"A"
"1566548_at"	"A"	"A"	"A"
"1566549_at"	"A"	"A"	"A"
"1566550_at"	"A"	"A"	"A"
"1566551_at"	"A"	"A"	"P"
"1566555_at"	"A"	"A"	"A"
"1566557_at"	"P"	"P"	"A"
"1566558_x_at"	"A"	"A"	"A"
"1566569_at"	"A"	"A"	"A"
"1566571_at"	"A"	"A"	"A"
"1566576_at"	"A"	"A"	"A"
"1566577_at"	"M"	"P"	"P"
"1566580_at"	"A"	"A"	"M"
"1566581_at"	"A"	"A"	"A"
"1566582_x_at"	"A"	"A"	"A"
"1566585_at"	"A"	"A"	"A"
"1566586_at"	"A"	"A"	"A"
"1566596_at"	"A"	"A"	"A"
"1566597_at"	"A"	"A"	"A"
"1566598_at"	"A"	"A"	"A"
"1566599_at"	"A"	"A"	"A"
"1566600_at"	"A"	"A"	"A"
"1566602_at"	"P"	"A"	"A"
"1566603_s_at"	"P"	"M"	"P"
"1566605_at"	"A"	"A"	"A"
"1566606_a_at"	"A"	"A"	"A"
"1566607_at"	"A"	"A"	"A"
"1566608_at"	"A"	"A"	"A"
"1566609_at"	"A"	"A"	"A"
"1566622_at"	"A"	"A"	"A"
"1566623_at"	"A"	"A"	"A"
"1566624_at"	"A"	"A"	"A"
"1566630_at"	"A"	"A"	"A"
"1566631_at"	"A"	"A"	"A"
"1566632_at"	"A"	"A"	"A"
"1566633_at"	"A"	"A"	"A"
"1566637_at"	"A"	"A"	"A"
"1566638_at"	"A"	"A"	"A"
"1566642_at"	"A"	"A"	"A"
"1566643_a_at"	"A"	"A"	"A"
"1566644_at"	"A"	"A"	"A"
"1566645_at"	"A"	"M"	"A"
"1566646_at"	"A"	"A"	"A"
"1566647_s_at"	"A"	"A"	"A"
"1566653_at"	"A"	"A"	"A"
"1566656_a_at"	"A"	"A"	"A"
"1566658_at"	"A"	"A"	"A"
"1566664_at"	"A"	"A"	"A"
"1566665_at"	"A"	"A"	"A"
"1566666_at"	"A"	"A"	"A"
"1566670_at"	"A"	"A"	"A"
"1566671_a_at"	"A"	"A"	"A"
"1566672_at"	"A"	"A"	"A"
"1566673_at"	"A"	"A"	"A"
"1566677_at"	"A"	"A"	"A"
"1566678_at"	"A"	"A"	"A"
"1566680_at"	"A"	"A"	"A"
"1566688_at"	"A"	"A"	"A"
"1566689_at"	"A"	"A"	"A"
"1566690_at"	"A"	"A"	"A"
"1566691_at"	"A"	"A"	"A"
"1566693_at"	"A"	"A"	"A"
"1566694_at"	"A"	"A"	"A"
"1566695_at"	"A"	"M"	"M"
"1566696_at"	"A"	"A"	"A"
"1566697_at"	"A"	"A"	"A"
"1566698_at"	"A"	"A"	"A"
"1566700_at"	"P"	"A"	"A"
"1566701_at"	"A"	"A"	"A"
"1566702_at"	"A"	"A"	"A"
"1566703_at"	"A"	"A"	"A"
"1566709_at"	"A"	"A"	"M"
"1566715_at"	"A"	"A"	"A"
"1566716_at"	"A"	"A"	"P"
"1566720_at"	"A"	"A"	"A"
"1566721_at"	"A"	"A"	"A"
"1566722_a_at"	"A"	"A"	"A"
"1566725_at"	"P"	"A"	"A"
"1566726_at"	"A"	"A"	"A"
"1566727_at"	"A"	"A"	"A"
"1566728_at"	"A"	"A"	"A"
"1566734_at"	"A"	"A"	"A"
"1566735_at"	"A"	"A"	"A"
"1566737_at"	"A"	"A"	"A"
"1566739_at"	"A"	"M"	"A"
"1566740_at"	"A"	"A"	"A"
"1566748_at"	"A"	"A"	"A"
"1566749_at"	"A"	"A"	"A"
"1566760_at"	"A"	"A"	"A"
"1566761_a_at"	"M"	"P"	"M"
"1566762_at"	"A"	"A"	"A"
"1566763_at"	"A"	"A"	"A"
"1566764_at"	"A"	"A"	"A"
"1566766_a_at"	"A"	"A"	"A"
"1566767_at"	"A"	"A"	"A"
"1566768_at"	"A"	"A"	"A"
"1566771_at"	"A"	"A"	"A"
"1566772_at"	"A"	"A"	"A"
"1566775_at"	"A"	"A"	"A"
"1566776_at"	"A"	"A"	"A"
"1566777_at"	"A"	"A"	"A"
"1566778_at"	"A"	"A"	"A"
"1566779_at"	"A"	"A"	"A"
"1566780_at"	"A"	"A"	"A"
"1566783_at"	"A"	"A"	"A"
"1566784_at"	"A"	"A"	"A"
"1566785_x_at"	"P"	"P"	"P"
"1566786_at"	"A"	"A"	"A"
"1566787_at"	"A"	"A"	"A"
"1566798_at"	"A"	"A"	"A"
"1566803_at"	"A"	"A"	"A"
"1566804_at"	"A"	"A"	"A"
"1566805_at"	"A"	"A"	"A"
"1566807_a_at"	"A"	"A"	"A"
"1566809_a_at"	"A"	"A"	"A"
"1566814_at"	"A"	"A"	"A"
"1566816_at"	"A"	"A"	"A"
"1566821_at"	"A"	"A"	"A"
"1566823_a_at"	"A"	"A"	"A"
"1566824_at"	"A"	"A"	"A"
"1566825_at"	"A"	"A"	"A"
"1566830_at"	"A"	"A"	"A"
"1566831_at"	"A"	"A"	"A"
"1566832_at"	"A"	"A"	"A"
"1566833_x_at"	"A"	"A"	"A"
"1566834_at"	"A"	"A"	"A"
"1566835_at"	"M"	"A"	"A"
"1566836_at"	"A"	"M"	"A"
"1566837_at"	"A"	"A"	"A"
"1566839_at"	"A"	"A"	"A"
"1566840_at"	"A"	"A"	"A"
"1566841_at"	"A"	"A"	"A"
"1566842_at"	"A"	"A"	"A"
"1566843_at"	"A"	"A"	"A"
"1566844_at"	"A"	"A"	"A"
"1566846_at"	"A"	"A"	"A"
"1566848_x_at"	"A"	"A"	"A"
"1566851_at"	"A"	"A"	"M"
"1566852_at"	"A"	"A"	"A"
"1566853_at"	"A"	"A"	"A"
"1566854_at"	"A"	"A"	"A"
"1566860_at"	"A"	"A"	"A"
"1566861_at"	"A"	"A"	"A"
"1566862_at"	"A"	"A"	"A"
"1566863_at"	"A"	"A"	"A"
"1566865_at"	"A"	"A"	"A"
"1566866_at"	"A"	"A"	"A"
"1566867_at"	"A"	"A"	"A"
"1566868_at"	"A"	"A"	"A"
"1566869_at"	"A"	"A"	"A"
"1566870_at"	"A"	"A"	"A"
"1566873_at"	"A"	"A"	"A"
"1566874_at"	"A"	"A"	"A"
"1566879_at"	"A"	"A"	"A"
"1566880_at"	"A"	"A"	"A"
"1566881_at"	"A"	"A"	"A"
"1566882_at"	"A"	"A"	"A"
"1566884_at"	"A"	"A"	"A"
"1566885_at"	"A"	"A"	"P"
"1566887_x_at"	"P"	"P"	"P"
"1566888_at"	"A"	"A"	"A"
"1566889_at"	"A"	"A"	"A"
"1566892_at"	"A"	"A"	"A"
"1566893_at"	"A"	"A"	"A"
"1566896_at"	"A"	"A"	"A"
"1566897_at"	"A"	"A"	"A"
"1566898_at"	"A"	"A"	"A"
"1566899_at"	"A"	"A"	"A"
"1566900_at"	"A"	"A"	"A"
"1566901_at"	"P"	"A"	"A"
"1566902_at"	"A"	"A"	"A"
"1566903_at"	"A"	"A"	"A"
"1566906_at"	"A"	"A"	"A"
"1566908_at"	"A"	"A"	"A"
"1566916_at"	"A"	"A"	"A"
"1566917_at"	"A"	"A"	"P"
"1566923_at"	"A"	"A"	"A"
"1566924_at"	"A"	"A"	"A"
"1566926_at"	"A"	"A"	"A"
"1566927_at"	"A"	"M"	"A"
"1566930_at"	"A"	"A"	"A"
"1566931_at"	"A"	"A"	"A"
"1566932_x_at"	"A"	"A"	"A"
"1566934_at"	"A"	"A"	"A"
"1566935_at"	"A"	"A"	"A"
"1566937_at"	"A"	"A"	"A"
"1566938_at"	"A"	"A"	"A"
"1566947_at"	"A"	"A"	"A"
"1566948_at"	"A"	"A"	"A"
"1566949_at"	"A"	"A"	"A"
"1566950_at"	"A"	"A"	"A"
"1566951_at"	"A"	"A"	"A"
"1566952_at"	"A"	"A"	"A"
"1566953_x_at"	"A"	"A"	"A"
"1566954_at"	"M"	"P"	"P"
"1566955_at"	"A"	"A"	"A"
"1566956_at"	"A"	"A"	"A"
"1566957_at"	"A"	"A"	"A"
"1566958_at"	"A"	"A"	"A"
"1566959_at"	"A"	"A"	"A"
"1566963_at"	"A"	"A"	"A"
"1566964_at"	"A"	"A"	"A"
"1566965_at"	"A"	"A"	"A"
"1566966_at"	"A"	"A"	"A"
"1566967_at"	"A"	"A"	"A"
"1566968_at"	"A"	"A"	"A"
"1566969_at"	"A"	"A"	"A"
"1566970_at"	"A"	"A"	"A"
"1566973_at"	"A"	"P"	"M"
"1566974_at"	"A"	"A"	"A"
"1566978_at"	"A"	"A"	"A"
"1566979_at"	"M"	"A"	"A"
"1566980_at"	"A"	"A"	"A"
"1566981_at"	"A"	"A"	"A"
"1566984_at"	"A"	"A"	"A"
"1566986_at"	"A"	"A"	"A"
"1566987_s_at"	"A"	"A"	"A"
"1566989_at"	"A"	"P"	"A"
"1566990_x_at"	"A"	"A"	"A"
"1566991_at"	"A"	"A"	"A"
"1566994_at"	"A"	"A"	"A"
"1566995_at"	"A"	"A"	"A"
"1566999_at"	"A"	"A"	"A"
"1567000_at"	"A"	"A"	"A"
"1567008_at"	"A"	"M"	"A"
"1567009_at"	"A"	"A"	"A"
"1567010_at"	"A"	"A"	"A"
"1567011_at"	"A"	"A"	"A"
"1567013_at"	"A"	"A"	"A"
"1567014_s_at"	"A"	"M"	"A"
"1567015_at"	"A"	"A"	"A"
"1567022_at"	"A"	"A"	"A"
"1567023_at"	"A"	"A"	"A"
"1567027_at"	"A"	"A"	"A"
"1567028_s_at"	"A"	"A"	"A"
"1567030_at"	"A"	"A"	"A"
"1567031_at"	"A"	"A"	"A"
"1567032_s_at"	"A"	"A"	"A"
"1567035_at"	"A"	"A"	"A"
"1567036_at"	"A"	"A"	"A"
"1567044_s_at"	"A"	"A"	"A"
"1567045_at"	"A"	"A"	"A"
"1567054_at"	"A"	"A"	"A"
"1567055_at"	"A"	"A"	"A"
"1567056_at"	"A"	"A"	"A"
"1567058_at"	"A"	"A"	"A"
"1567059_at"	"A"	"A"	"A"
"1567060_at"	"A"	"A"	"A"
"1567064_at"	"A"	"A"	"A"
"1567065_at"	"A"	"A"	"A"
"1567068_at"	"A"	"A"	"A"
"1567069_at"	"A"	"A"	"A"
"1567076_at"	"A"	"A"	"A"
"1567078_x_at"	"A"	"A"	"A"
"1567079_at"	"P"	"A"	"A"
"1567080_s_at"	"A"	"A"	"A"
"1567081_x_at"	"M"	"A"	"P"
"1567100_at"	"A"	"A"	"A"
"1567101_at"	"A"	"A"	"A"
"1567105_at"	"A"	"A"	"A"
"1567107_s_at"	"P"	"P"	"P"
"1567139_at"	"A"	"A"	"A"
"1567140_at"	"A"	"A"	"A"
"1567166_at"	"A"	"A"	"A"
"1567167_at"	"A"	"A"	"A"
"1567173_at"	"A"	"A"	"A"
"1567174_at"	"A"	"A"	"A"
"1567179_at"	"A"	"A"	"A"
"1567181_x_at"	"A"	"A"	"A"
"1567182_at"	"A"	"A"	"A"
"1567183_s_at"	"A"	"A"	"A"
"1567213_at"	"P"	"P"	"P"
"1567214_a_at"	"P"	"P"	"P"
"1567219_at"	"A"	"A"	"A"
"1567222_x_at"	"P"	"A"	"A"
"1567223_at"	"A"	"A"	"P"
"1567224_at"	"P"	"P"	"P"
"1567237_at"	"A"	"A"	"A"
"1567238_at"	"A"	"A"	"A"
"1567240_x_at"	"A"	"A"	"A"
"1567241_at"	"A"	"A"	"A"
"1567242_at"	"A"	"A"	"A"
"1567244_at"	"A"	"A"	"A"
"1567245_at"	"A"	"M"	"A"
"1567246_at"	"A"	"A"	"A"
"1567247_at"	"A"	"A"	"A"
"1567248_at"	"A"	"A"	"A"
"1567249_at"	"A"	"A"	"A"
"1567250_at"	"A"	"A"	"A"
"1567251_at"	"A"	"A"	"A"
"1567252_at"	"A"	"A"	"A"
"1567253_at"	"A"	"A"	"A"
"1567254_at"	"A"	"A"	"A"
"1567255_at"	"A"	"A"	"A"
"1567256_at"	"A"	"A"	"A"
"1567257_at"	"A"	"A"	"A"
"1567270_at"	"A"	"A"	"A"
"1567271_at"	"A"	"A"	"A"
"1567272_at"	"A"	"A"	"A"
"1567273_at"	"A"	"A"	"A"
"1567274_at"	"A"	"A"	"A"
"1567277_at"	"A"	"A"	"A"
"1567280_at"	"A"	"A"	"A"
"1567281_at"	"A"	"A"	"A"
"1567282_at"	"A"	"A"	"A"
"1567284_at"	"A"	"A"	"A"
"1567285_at"	"A"	"A"	"A"
"1567286_at"	"A"	"A"	"A"
"1567287_at"	"A"	"A"	"A"
"1567288_at"	"A"	"A"	"A"
"1567297_at"	"A"	"A"	"A"
"1567298_at"	"A"	"A"	"A"
"1567303_at"	"A"	"A"	"A"
"1567304_at"	"A"	"A"	"A"
"1567319_at"	"A"	"A"	"A"
"1567320_at"	"A"	"A"	"A"
"1567333_at"	"A"	"A"	"A"
"1567334_at"	"A"	"A"	"A"
"1567341_at"	"P"	"A"	"A"
"1567357_at"	"A"	"A"	"A"
"1567358_at"	"A"	"A"	"A"
"1567359_at"	"A"	"A"	"A"
"1567361_at"	"A"	"A"	"A"
"1567374_at"	"A"	"A"	"A"
"1567375_at"	"A"	"A"	"A"
"1567376_at"	"A"	"A"	"A"
"1567377_at"	"A"	"A"	"A"
"1567378_x_at"	"A"	"A"	"A"
"1567379_at"	"A"	"A"	"A"
"1567380_at"	"A"	"A"	"A"
"1567386_at"	"A"	"A"	"A"
"1567387_at"	"A"	"A"	"A"
"1567389_at"	"A"	"A"	"A"
"1567390_at"	"A"	"A"	"A"
"1567410_at"	"P"	"P"	"A"
"1567440_at"	"A"	"A"	"A"
"1567443_x_at"	"A"	"A"	"A"
"1567457_at"	"A"	"A"	"P"
"1567458_s_at"	"P"	"P"	"P"
"1567519_at"	"A"	"A"	"A"
"1567527_at"	"A"	"A"	"A"
"1567539_at"	"A"	"A"	"A"
"1567540_at"	"A"	"A"	"A"
"1567558_at"	"A"	"A"	"A"
"1567559_s_at"	"A"	"A"	"A"
"1567575_at"	"A"	"P"	"P"
"1567576_at"	"A"	"A"	"A"
"1567590_at"	"A"	"A"	"A"
"1567591_at"	"A"	"A"	"A"
"1567611_at"	"A"	"A"	"A"
"1567612_at"	"A"	"A"	"A"
"1567622_at"	"A"	"A"	"A"
"1567623_at"	"A"	"A"	"A"
"1567624_at"	"A"	"A"	"A"
"1567627_at"	"A"	"A"	"A"
"1567628_at"	"A"	"A"	"A"
"1567656_at"	"A"	"A"	"A"
"1567657_at"	"A"	"A"	"A"
"1567663_at"	"A"	"A"	"A"
"1567664_at"	"A"	"A"	"A"
"1567679_at"	"A"	"A"	"A"
"1567681_at"	"A"	"A"	"A"
"1567682_x_at"	"A"	"A"	"A"
"1567686_at"	"A"	"A"	"A"
"1567687_at"	"A"	"A"	"A"
"1567696_at"	"A"	"A"	"A"
"1567697_at"	"M"	"A"	"A"
"1567698_x_at"	"A"	"A"	"A"
"1567702_at"	"A"	"A"	"A"
"1567703_at"	"A"	"A"	"A"
"1567704_at"	"A"	"A"	"A"
"1567705_at"	"A"	"A"	"A"
"1567706_at"	"A"	"A"	"A"
"1567853_at"	"A"	"A"	"A"
"1567855_at"	"A"	"A"	"A"
"1567856_x_at"	"A"	"A"	"A"
"1567859_at"	"A"	"A"	"A"
"1567860_at"	"A"	"A"	"A"
"1567861_at"	"A"	"A"	"A"
"1567862_at"	"A"	"A"	"A"
"1567878_at"	"A"	"A"	"A"
"1567906_at"	"A"	"A"	"A"
"1567912_s_at"	"P"	"P"	"P"
"1567913_at"	"A"	"A"	"A"
"1567985_at"	"A"	"A"	"A"
"1567986_at"	"A"	"A"	"A"
"1567997_x_at"	"A"	"A"	"A"
"1568012_at"	"A"	"A"	"A"
"1568126_at"	"A"	"A"	"M"
"1568190_at"	"A"	"A"	"A"
"1568191_at"	"A"	"A"	"A"
"1568248_x_at"	"A"	"A"	"A"
"1568249_at"	"A"	"A"	"A"
"1568286_at"	"A"	"A"	"A"
"1568287_at"	"A"	"A"	"P"
"1568365_at"	"A"	"A"	"A"
"1568366_at"	"A"	"A"	"A"
"1568375_at"	"A"	"A"	"A"
"1568377_x_at"	"A"	"A"	"A"
"1568406_at"	"A"	"A"	"A"
"1568408_x_at"	"P"	"M"	"A"
"1568448_at"	"A"	"A"	"A"
"1568449_at"	"A"	"A"	"A"
"1568487_x_at"	"A"	"A"	"A"
"1568488_at"	"A"	"A"	"A"
"1568513_x_at"	"A"	"A"	"A"
"1568554_x_at"	"P"	"P"	"A"
"1568558_x_at"	"A"	"A"	"A"
"1568574_x_at"	"A"	"A"	"A"
"1568589_at"	"A"	"A"	"A"
"1568590_at"	"A"	"A"	"A"
"1568592_at"	"A"	"A"	"A"
"1568593_a_at"	"A"	"A"	"A"
"1568594_s_at"	"P"	"A"	"P"
"1568596_a_at"	"M"	"P"	"P"
"1568597_at"	"A"	"P"	"P"
"1568598_at"	"A"	"A"	"A"
"1568600_at"	"A"	"P"	"P"
"1568601_at"	"A"	"A"	"A"
"1568603_at"	"A"	"A"	"A"
"1568604_a_at"	"M"	"A"	"P"
"1568605_at"	"P"	"A"	"A"
"1568606_at"	"A"	"A"	"A"
"1568609_s_at"	"P"	"P"	"P"
"1568611_at"	"P"	"P"	"P"
"1568612_at"	"A"	"A"	"A"
"1568613_at"	"A"	"A"	"A"
"1568615_a_at"	"A"	"P"	"P"
"1568616_a_at"	"A"	"A"	"A"
"1568617_a_at"	"A"	"A"	"A"
"1568618_a_at"	"P"	"P"	"P"
"1568619_s_at"	"P"	"P"	"P"
"1568620_at"	"A"	"A"	"A"
"1568623_a_at"	"P"	"P"	"P"
"1568625_at"	"A"	"A"	"A"
"1568627_at"	"P"	"A"	"P"
"1568629_s_at"	"A"	"A"	"A"
"1568633_a_at"	"A"	"A"	"A"
"1568634_a_at"	"A"	"A"	"A"
"1568635_at"	"A"	"A"	"A"
"1568636_a_at"	"A"	"A"	"A"
"1568638_a_at"	"A"	"A"	"A"
"1568639_a_at"	"A"	"A"	"A"
"1568640_at"	"A"	"A"	"A"
"1568643_a_at"	"A"	"A"	"A"
"1568644_at"	"A"	"A"	"A"
"1568646_x_at"	"A"	"A"	"A"
"1568647_at"	"A"	"A"	"A"
"1568648_a_at"	"A"	"A"	"A"
"1568649_at"	"A"	"A"	"A"
"1568650_a_at"	"A"	"A"	"A"
"1568655_a_at"	"A"	"A"	"A"
"1568656_at"	"A"	"A"	"A"
"1568658_at"	"P"	"P"	"P"
"1568660_a_at"	"A"	"A"	"A"
"1568661_at"	"A"	"P"	"A"
"1568662_at"	"A"	"A"	"A"
"1568663_a_at"	"P"	"A"	"A"
"1568665_at"	"A"	"A"	"A"
"1568666_at"	"A"	"A"	"A"
"1568667_s_at"	"A"	"A"	"A"
"1568672_at"	"A"	"A"	"A"
"1568673_s_at"	"A"	"A"	"A"
"1568675_at"	"A"	"A"	"A"
"1568678_s_at"	"P"	"P"	"P"
"1568680_s_at"	"A"	"A"	"P"
"1568682_a_at"	"A"	"A"	"A"
"1568683_at"	"A"	"A"	"A"
"1568685_at"	"M"	"A"	"A"
"1568686_at"	"A"	"A"	"A"
"1568687_s_at"	"A"	"A"	"A"
"1568689_at"	"A"	"A"	"A"
"1568690_a_at"	"A"	"A"	"A"
"1568691_at"	"A"	"A"	"A"
"1568695_s_at"	"A"	"A"	"A"
"1568696_at"	"A"	"P"	"A"
"1568698_at"	"A"	"A"	"A"
"1568699_at"	"P"	"A"	"P"
"1568702_a_at"	"A"	"A"	"A"
"1568704_a_at"	"A"	"A"	"A"
"1568706_s_at"	"A"	"A"	"A"
"1568711_a_at"	"A"	"A"	"A"
"1568713_a_at"	"A"	"A"	"A"
"1568717_a_at"	"A"	"A"	"A"
"1568718_at"	"A"	"A"	"A"
"1568719_s_at"	"A"	"A"	"A"
"1568720_at"	"A"	"A"	"A"
"1568722_at"	"A"	"A"	"A"
"1568723_at"	"M"	"A"	"A"
"1568728_s_at"	"A"	"A"	"A"
"1568730_at"	"A"	"A"	"A"
"1568732_at"	"A"	"A"	"A"
"1568733_at"	"A"	"A"	"A"
"1568734_a_at"	"A"	"A"	"A"
"1568735_at"	"A"	"A"	"A"
"1568736_s_at"	"P"	"A"	"A"
"1568739_at"	"A"	"A"	"A"
"1568742_at"	"A"	"A"	"P"
"1568743_at"	"A"	"A"	"A"
"1568745_at"	"A"	"A"	"A"
"1568746_a_at"	"A"	"A"	"A"
"1568748_at"	"A"	"A"	"A"
"1568749_at"	"A"	"A"	"A"
"1568751_at"	"A"	"A"	"A"
"1568752_s_at"	"A"	"A"	"A"
"1568754_at"	"A"	"A"	"A"
"1568755_a_at"	"A"	"A"	"A"
"1568760_at"	"A"	"A"	"A"
"1568762_at"	"A"	"A"	"A"
"1568763_s_at"	"P"	"P"	"M"
"1568764_x_at"	"A"	"A"	"A"
"1568765_at"	"P"	"P"	"P"
"1568768_s_at"	"A"	"A"	"A"
"1568770_at"	"A"	"A"	"A"
"1568777_at"	"M"	"A"	"A"
"1568779_a_at"	"A"	"A"	"A"
"1568780_at"	"A"	"A"	"P"
"1568781_at"	"P"	"P"	"P"
"1568782_at"	"A"	"A"	"A"
"1568783_at"	"A"	"M"	"A"
"1568784_at"	"A"	"A"	"A"
"1568785_a_at"	"A"	"A"	"A"
"1568787_at"	"A"	"A"	"A"
"1568789_at"	"A"	"A"	"A"
"1568791_s_at"	"A"	"A"	"A"
"1568794_at"	"A"	"A"	"A"
"1568795_at"	"A"	"A"	"A"
"1568796_at"	"A"	"A"	"A"
"1568799_at"	"P"	"P"	"P"
"1568801_at"	"A"	"M"	"A"
"1568802_at"	"A"	"A"	"A"
"1568803_at"	"A"	"A"	"A"
"1568804_at"	"A"	"A"	"A"
"1568805_at"	"A"	"M"	"A"
"1568807_a_at"	"A"	"A"	"A"
"1568812_at"	"A"	"A"	"A"
"1568813_at"	"A"	"A"	"A"
"1568814_at"	"A"	"A"	"A"
"1568815_a_at"	"A"	"A"	"M"
"1568817_at"	"A"	"A"	"A"
"1568820_a_at"	"A"	"A"	"A"
"1568821_at"	"A"	"A"	"A"
"1568822_at"	"A"	"A"	"A"
"1568826_at"	"A"	"A"	"A"
"1568827_at"	"A"	"A"	"A"
"1568828_at"	"A"	"A"	"A"
"1568830_at"	"A"	"A"	"A"
"1568832_a_at"	"A"	"A"	"A"
"1568834_s_at"	"A"	"A"	"A"
"1568836_at"	"A"	"A"	"A"
"1568838_at"	"A"	"A"	"A"
"1568840_at"	"A"	"A"	"A"
"1568843_at"	"A"	"A"	"A"
"1568844_at"	"A"	"A"	"A"
"1568845_at"	"A"	"A"	"A"
"1568846_at"	"A"	"A"	"A"
"1568847_at"	"A"	"A"	"A"
"1568848_at"	"A"	"A"	"A"
"1568849_at"	"A"	"A"	"A"
"1568850_at"	"A"	"A"	"A"
"1568851_at"	"A"	"A"	"A"
"1568852_x_at"	"A"	"A"	"A"
"1568853_at"	"A"	"A"	"A"
"1568854_at"	"A"	"A"	"A"
"1568856_at"	"A"	"A"	"A"
"1568857_a_at"	"A"	"M"	"A"
"1568858_at"	"A"	"A"	"A"
"1568859_a_at"	"A"	"A"	"A"
"1568864_at"	"A"	"A"	"A"
"1568865_at"	"A"	"A"	"A"
"1568866_at"	"A"	"A"	"A"
"1568867_x_at"	"A"	"A"	"A"
"1568868_at"	"A"	"A"	"A"
"1568869_at"	"A"	"A"	"A"
"1568870_at"	"A"	"A"	"A"
"1568871_at"	"A"	"A"	"A"
"1568872_at"	"A"	"A"	"A"
"1568873_at"	"M"	"P"	"P"
"1568874_at"	"A"	"A"	"A"
"1568876_a_at"	"A"	"A"	"A"
"1568877_a_at"	"P"	"P"	"P"
"1568878_at"	"A"	"A"	"A"
"1568879_a_at"	"A"	"A"	"A"
"1568882_at"	"A"	"A"	"A"
"1568883_at"	"A"	"A"	"A"
"1568884_at"	"A"	"A"	"A"
"1568887_at"	"A"	"A"	"A"
"1568888_at"	"A"	"A"	"A"
"1568889_at"	"P"	"A"	"A"
"1568891_x_at"	"A"	"A"	"A"
"1568892_at"	"A"	"A"	"A"
"1568894_at"	"P"	"A"	"P"
"1568896_at"	"A"	"A"	"A"
"1568897_at"	"A"	"A"	"A"
"1568898_at"	"A"	"A"	"A"
"1568899_at"	"A"	"A"	"A"
"1568900_a_at"	"A"	"A"	"A"
"1568902_at"	"A"	"A"	"A"
"1568903_at"	"A"	"A"	"A"
"1568904_at"	"A"	"A"	"A"
"1568905_at"	"A"	"A"	"A"
"1568906_at"	"A"	"A"	"A"
"1568907_at"	"A"	"A"	"A"
"1568908_at"	"A"	"A"	"A"
"1568913_at"	"A"	"A"	"A"
"1568914_at"	"A"	"A"	"A"
"1568915_at"	"A"	"A"	"A"
"1568916_at"	"A"	"A"	"A"
"1568919_at"	"A"	"A"	"A"
"1568920_at"	"A"	"M"	"A"
"1568921_at"	"A"	"A"	"A"
"1568922_at"	"A"	"A"	"A"
"1568923_at"	"A"	"A"	"A"
"1568924_a_at"	"A"	"A"	"A"
"1568925_at"	"A"	"A"	"A"
"1568926_x_at"	"A"	"A"	"A"
"1568929_at"	"A"	"A"	"A"
"1568930_at"	"A"	"A"	"A"
"1568931_at"	"A"	"A"	"A"
"1568932_at"	"A"	"A"	"A"
"1568933_at"	"M"	"P"	"A"
"1568934_at"	"A"	"A"	"P"
