"GSM530551.CEL.gz"	"GSM530552.CEL.gz"
"1567559_s_at"	"A"	"A"
"1567575_at"	"A"	"A"
"1567576_at"	"A"	"A"
"1567590_at"	"A"	"A"
"1567591_at"	"A"	"A"
"1567611_at"	"A"	"A"
"1567612_at"	"A"	"A"
"1567622_at"	"A"	"A"
"1567623_at"	"A"	"A"
"1567624_at"	"A"	"A"
"1567627_at"	"A"	"A"
"1567628_at"	"P"	"A"
"1567656_at"	"A"	"A"
"1567657_at"	"A"	"A"
"1567663_at"	"A"	"A"
"1567664_at"	"A"	"A"
"1567679_at"	"A"	"A"
"1567681_at"	"A"	"A"
"1567682_x_at"	"A"	"A"
"1567686_at"	"A"	"A"
"1567687_at"	"A"	"A"
"1567696_at"	"A"	"A"
"1567697_at"	"A"	"A"
"1567698_x_at"	"A"	"A"
"1567702_at"	"A"	"A"
"1567703_at"	"P"	"P"
"1567704_at"	"A"	"A"
"1567705_at"	"A"	"A"
"1567706_at"	"A"	"A"
"1567853_at"	"A"	"A"
"1567855_at"	"A"	"A"
"1567856_x_at"	"A"	"A"
"1567859_at"	"A"	"A"
"1567860_at"	"A"	"A"
"1567861_at"	"A"	"A"
"1567862_at"	"A"	"A"
"1567878_at"	"A"	"A"
"1567906_at"	"A"	"A"
"1567912_s_at"	"A"	"A"
"1567913_at"	"A"	"A"
"1567985_at"	"M"	"A"
"1567986_at"	"A"	"A"
"1567997_x_at"	"A"	"A"
"1568012_at"	"A"	"A"
"1568126_at"	"P"	"P"
"1568190_at"	"A"	"A"
"1568191_at"	"A"	"A"
"1568248_x_at"	"A"	"A"
"1568249_at"	"A"	"A"
"1568286_at"	"A"	"A"
"1568287_at"	"A"	"A"
"1568365_at"	"A"	"A"
"1568366_at"	"A"	"A"
"1568375_at"	"A"	"A"
"1568377_x_at"	"A"	"A"
"1568406_at"	"A"	"A"
"1568408_x_at"	"A"	"P"
"1568448_at"	"A"	"A"
"1568449_at"	"A"	"A"
"1568487_x_at"	"A"	"A"
"1568488_at"	"A"	"A"
"1568513_x_at"	"A"	"A"
"1568554_x_at"	"A"	"A"
"1568558_x_at"	"A"	"A"
"1568574_x_at"	"P"	"P"
"1568589_at"	"A"	"A"
"1568590_at"	"M"	"M"
"1568592_at"	"P"	"P"
"1568593_a_at"	"A"	"A"
"1568594_s_at"	"P"	"P"
"1568596_a_at"	"P"	"P"
"1568597_at"	"P"	"P"
"1568598_at"	"A"	"A"
"1568600_at"	"A"	"P"
"1568601_at"	"A"	"A"
"1568603_at"	"M"	"A"
"1568604_a_at"	"P"	"P"
"1568605_at"	"A"	"A"
"1568606_at"	"A"	"A"
"1568609_s_at"	"P"	"P"
"1568611_at"	"P"	"P"
"1568612_at"	"A"	"A"
"1568613_at"	"A"	"A"
"1568615_a_at"	"A"	"A"
"1568616_a_at"	"P"	"A"
"1568617_a_at"	"A"	"A"
"1568618_a_at"	"P"	"P"
"1568619_s_at"	"P"	"P"
"1568620_at"	"A"	"A"
"1568623_a_at"	"P"	"P"
"1568625_at"	"A"	"A"
"1568627_at"	"A"	"A"
"1568629_s_at"	"A"	"A"
"1568633_a_at"	"P"	"P"
"1568634_a_at"	"A"	"A"
"1568635_at"	"A"	"A"
"1568636_a_at"	"A"	"A"
"1568638_a_at"	"M"	"A"
"1568639_a_at"	"A"	"A"
"1568640_at"	"A"	"A"
"1568643_a_at"	"A"	"A"
"1568644_at"	"A"	"A"
"1568646_x_at"	"A"	"A"
"1568647_at"	"A"	"A"
"1568648_a_at"	"A"	"A"
"1568649_at"	"A"	"A"
"1568650_a_at"	"A"	"A"
"1568655_a_at"	"A"	"A"
"1568656_at"	"A"	"A"
"1568658_at"	"P"	"P"
"1568660_a_at"	"A"	"A"
"1568661_at"	"A"	"A"
"1568662_at"	"A"	"A"
"1568663_a_at"	"A"	"A"
"1568665_at"	"P"	"P"
"1568666_at"	"A"	"A"
"1568667_s_at"	"A"	"A"
"1568672_at"	"A"	"A"
"1568673_s_at"	"A"	"A"
"1568675_at"	"A"	"A"
"1568678_s_at"	"P"	"P"
"1568680_s_at"	"P"	"P"
"1568682_a_at"	"A"	"A"
"1568683_at"	"A"	"A"
"1568685_at"	"A"	"A"
"1568686_at"	"A"	"A"
"1568687_s_at"	"A"	"A"
"1568689_at"	"A"	"A"
"1568690_a_at"	"A"	"A"
"1568691_at"	"A"	"A"
"1568695_s_at"	"A"	"A"
"1568696_at"	"A"	"A"
"1568698_at"	"A"	"A"
"1568699_at"	"P"	"P"
"1568702_a_at"	"A"	"A"
"1568704_a_at"	"A"	"A"
"1568706_s_at"	"A"	"A"
"1568711_a_at"	"A"	"A"
"1568713_a_at"	"A"	"A"
"1568717_a_at"	"A"	"A"
"1568718_at"	"A"	"A"
"1568719_s_at"	"A"	"A"
"1568720_at"	"A"	"A"
"1568722_at"	"A"	"A"
"1568723_at"	"A"	"A"
"1568728_s_at"	"A"	"A"
"1568730_at"	"A"	"A"
"1568732_at"	"A"	"A"
"1568733_at"	"P"	"M"
"1568734_a_at"	"A"	"A"
"1568735_at"	"A"	"A"
"1568736_s_at"	"A"	"A"
"1568739_at"	"A"	"A"
"1568742_at"	"P"	"A"
"1568743_at"	"A"	"A"
"1568745_at"	"A"	"A"
"1568746_a_at"	"A"	"A"
"1568748_at"	"P"	"P"
"1568749_at"	"A"	"A"
"1568751_at"	"A"	"A"
"1568752_s_at"	"A"	"A"
"1568754_at"	"A"	"A"
"1568755_a_at"	"A"	"A"
"1568760_at"	"A"	"A"
"1568762_at"	"A"	"A"
"1568763_s_at"	"P"	"P"
"1568764_x_at"	"A"	"A"
"1568765_at"	"P"	"P"
"1568768_s_at"	"A"	"A"
"1568770_at"	"A"	"A"
"1568777_at"	"P"	"P"
"1568779_a_at"	"A"	"A"
"1568780_at"	"A"	"A"
"1568781_at"	"P"	"P"
"1568782_at"	"A"	"A"
"1568783_at"	"P"	"A"
"1568784_at"	"A"	"A"
"1568785_a_at"	"A"	"A"
"1568787_at"	"A"	"A"
"1568789_at"	"A"	"A"
"1568791_s_at"	"A"	"A"
"1568794_at"	"A"	"A"
"1568795_at"	"A"	"A"
"1568796_at"	"A"	"A"
"1568799_at"	"P"	"P"
"1568801_at"	"A"	"A"
"1568802_at"	"P"	"A"
"1568803_at"	"A"	"A"
"1568804_at"	"A"	"A"
"1568805_at"	"A"	"M"
"1568807_a_at"	"A"	"A"
"1568812_at"	"A"	"A"
"1568813_at"	"M"	"A"
"1568814_at"	"A"	"A"
"1568815_a_at"	"A"	"P"
"1568817_at"	"A"	"M"
"1568820_a_at"	"A"	"A"
"1568821_at"	"A"	"A"
"1568822_at"	"A"	"A"
"1568826_at"	"A"	"A"
"1568827_at"	"A"	"A"
"1568828_at"	"A"	"A"
"1568830_at"	"A"	"M"
"1568832_a_at"	"A"	"A"
"1568834_s_at"	"A"	"A"
"1568836_at"	"A"	"A"
"1568838_at"	"A"	"A"
"1568840_at"	"A"	"A"
"1568843_at"	"A"	"A"
"1568844_at"	"A"	"A"
"1568845_at"	"A"	"P"
"1568846_at"	"A"	"A"
"1568847_at"	"A"	"A"
"1568848_at"	"A"	"A"
"1568849_at"	"A"	"A"
"1568850_at"	"A"	"P"
"1568851_at"	"A"	"A"
"1568852_x_at"	"A"	"A"
"1568853_at"	"A"	"A"
"1568854_at"	"A"	"A"
"1568856_at"	"P"	"P"
"1568857_a_at"	"A"	"A"
"1568858_at"	"A"	"A"
"1568859_a_at"	"A"	"A"
"1568864_at"	"P"	"P"
"1568865_at"	"A"	"P"
"1568866_at"	"A"	"A"
"1568867_x_at"	"A"	"P"
"1568868_at"	"A"	"A"
"1568869_at"	"A"	"A"
"1568870_at"	"A"	"A"
"1568871_at"	"A"	"A"
"1568872_at"	"A"	"A"
"1568873_at"	"P"	"P"
"1568874_at"	"P"	"A"
"1568876_a_at"	"A"	"A"
"1568877_a_at"	"P"	"P"
"1568878_at"	"A"	"A"
"1568879_a_at"	"A"	"A"
"1568882_at"	"A"	"A"
"1568883_at"	"A"	"A"
"1568884_at"	"A"	"A"
"1568887_at"	"A"	"A"
"1568888_at"	"A"	"A"
"1568889_at"	"A"	"A"
"1568891_x_at"	"A"	"A"
"1568892_at"	"A"	"A"
"1568894_at"	"P"	"P"
"1568896_at"	"A"	"A"
"1568897_at"	"A"	"A"
"1568898_at"	"A"	"A"
"1568899_at"	"A"	"A"
"1568900_a_at"	"A"	"A"
"1568902_at"	"A"	"A"
"1568903_at"	"A"	"A"
"1568904_at"	"M"	"A"
"1568905_at"	"A"	"A"
"1568906_at"	"A"	"A"
"1568907_at"	"A"	"A"
"1568908_at"	"A"	"A"
"1568913_at"	"A"	"A"
"1568914_at"	"A"	"A"
"1568915_at"	"A"	"A"
"1568916_at"	"A"	"A"
"1568919_at"	"A"	"A"
"1568920_at"	"M"	"A"
"1568921_at"	"A"	"A"
"1568922_at"	"A"	"A"
"1568923_at"	"A"	"A"
"1568924_a_at"	"A"	"A"
"1568925_at"	"A"	"A"
"1568926_x_at"	"A"	"A"
"1568929_at"	"A"	"A"
"1568930_at"	"A"	"A"
"1568931_at"	"A"	"A"
"1568932_at"	"A"	"A"
"1568933_at"	"A"	"A"
"1568934_at"	"A"	"A"
"1568935_at"	"A"	"A"
"1568936_a_at"	"A"	"A"
"1568938_at"	"A"	"A"
"1568939_at"	"A"	"A"
"1568941_a_at"	"A"	"A"
"1568943_at"	"A"	"A"
"1568949_at"	"P"	"P"
"1568951_at"	"P"	"P"
"1568954_s_at"	"P"	"P"
"1568955_at"	"P"	"P"
"1568957_x_at"	"P"	"P"
"1568964_x_at"	"P"	"A"
"1568970_at"	"A"	"A"
"1568971_at"	"M"	"P"
"1568974_at"	"A"	"M"
"1568977_at"	"A"	"A"
"1568978_s_at"	"A"	"A"
"1568981_at"	"P"	"A"
"1568983_a_at"	"A"	"A"
"1568986_x_at"	"A"	"A"
"1568987_at"	"A"	"A"
"1568997_at"	"P"	"P"
"1568999_at"	"A"	"A"
"1569001_at"	"A"	"A"
"1569002_x_at"	"A"	"A"
"1569003_at"	"P"	"P"
"1569004_at"	"A"	"P"
"1569005_at"	"A"	"A"
"1569006_at"	"A"	"A"
"1569008_at"	"A"	"A"
"1569009_s_at"	"A"	"A"
"1569013_s_at"	"P"	"P"
"1569020_at"	"A"	"A"
"1569021_at"	"A"	"A"
"1569022_a_at"	"P"	"P"
"1569023_a_at"	"A"	"A"
"1569024_at"	"P"	"P"
"1569025_s_at"	"P"	"P"
"1569029_at"	"A"	"A"
"1569030_s_at"	"P"	"P"
"1569032_at"	"A"	"A"
"1569033_at"	"A"	"A"
"1569034_a_at"	"A"	"A"
"1569039_s_at"	"A"	"A"
"1569040_s_at"	"A"	"A"
"1569041_at"	"A"	"A"
"1569042_at"	"A"	"A"
"1569044_at"	"A"	"A"
"1569048_s_at"	"A"	"A"
"1569052_at"	"P"	"A"
"1569053_at"	"A"	"P"
"1569054_at"	"A"	"A"
"1569057_s_at"	"P"	"P"
"1569058_at"	"A"	"A"
"1569061_at"	"A"	"A"
"1569062_s_at"	"A"	"A"
"1569063_at"	"A"	"A"
"1569064_at"	"A"	"A"
"1569065_s_at"	"A"	"A"
"1569067_at"	"A"	"A"
"1569069_s_at"	"M"	"A"
"1569072_s_at"	"A"	"A"
"1569073_x_at"	"P"	"A"
"1569074_at"	"A"	"A"
"1569076_a_at"	"A"	"A"
"1569077_x_at"	"A"	"A"
"1569078_at"	"A"	"A"
"1569080_at"	"A"	"A"
"1569086_at"	"A"	"A"
"1569089_a_at"	"A"	"A"
"1569090_x_at"	"A"	"A"
"1569091_at"	"A"	"A"
"1569095_at"	"A"	"A"
"1569097_at"	"A"	"A"
"1569098_s_at"	"A"	"P"
"1569099_at"	"A"	"A"
"1569100_a_at"	"A"	"A"
"1569102_at"	"A"	"A"
"1569104_a_at"	"A"	"A"
"1569105_at"	"A"	"A"
"1569106_s_at"	"P"	"P"
"1569107_s_at"	"P"	"P"
"1569108_a_at"	"A"	"A"
"1569110_x_at"	"P"	"P"
"1569111_at"	"A"	"A"
"1569112_at"	"M"	"A"
"1569114_at"	"A"	"A"
"1569121_at"	"A"	"A"
"1569122_at"	"A"	"A"
"1569124_at"	"A"	"A"
"1569126_at"	"A"	"A"
"1569127_at"	"A"	"A"
"1569128_at"	"A"	"A"
"1569129_s_at"	"P"	"P"
"1569132_s_at"	"A"	"A"
"1569133_x_at"	"A"	"A"
"1569136_at"	"A"	"A"
"1569138_a_at"	"A"	"A"
"1569139_s_at"	"A"	"A"
"1569140_at"	"A"	"A"
"1569141_a_at"	"A"	"A"
"1569142_at"	"A"	"A"
"1569144_a_at"	"P"	"P"
"1569146_s_at"	"A"	"A"
"1569147_at"	"M"	"A"
"1569149_at"	"A"	"A"
"1569150_x_at"	"A"	"A"
"1569153_at"	"A"	"A"
"1569154_a_at"	"A"	"A"
"1569156_at"	"A"	"A"
"1569157_s_at"	"A"	"A"
"1569159_at"	"A"	"A"
"1569167_at"	"A"	"P"
"1569168_at"	"A"	"A"
"1569171_a_at"	"A"	"A"
"1569172_a_at"	"A"	"A"
"1569176_at"	"A"	"A"
"1569178_at"	"P"	"A"
"1569180_at"	"A"	"A"
"1569181_x_at"	"A"	"A"
"1569182_at"	"A"	"A"
"1569183_a_at"	"A"	"P"
"1569186_at"	"A"	"A"
"1569188_s_at"	"A"	"A"
"1569189_at"	"A"	"A"
"1569190_at"	"P"	"P"
"1569191_at"	"A"	"A"
"1569192_at"	"A"	"A"
"1569193_at"	"A"	"A"
"1569194_at"	"A"	"M"
"1569200_at"	"A"	"A"
"1569201_a_at"	"A"	"A"
"1569202_x_at"	"A"	"A"
"1569203_at"	"A"	"A"
"1569205_at"	"A"	"A"
"1569206_at"	"A"	"A"
"1569207_s_at"	"A"	"A"
"1569208_a_at"	"A"	"A"
"1569212_at"	"A"	"A"
"1569213_at"	"A"	"A"
"1569218_at"	"A"	"A"
"1569219_at"	"A"	"A"
"1569225_a_at"	"A"	"A"
"1569230_at"	"A"	"A"
"1569231_x_at"	"A"	"A"
"1569234_at"	"A"	"A"
"1569235_a_at"	"A"	"A"
"1569237_at"	"A"	"A"
"1569238_a_at"	"A"	"A"
"1569240_at"	"A"	"A"
"1569241_a_at"	"A"	"A"
"1569243_at"	"A"	"A"
"1569245_at"	"A"	"A"
"1569246_a_at"	"A"	"A"
"1569250_at"	"A"	"A"
"1569251_a_at"	"A"	"A"
"1569253_at"	"P"	"P"
"1569254_s_at"	"A"	"A"
"1569256_a_at"	"A"	"A"
"1569257_at"	"A"	"A"
"1569259_at"	"A"	"A"
"1569262_x_at"	"A"	"A"
"1569263_at"	"A"	"A"
"1569264_at"	"P"	"A"
"1569268_at"	"A"	"A"
"1569269_s_at"	"P"	"A"
"1569270_at"	"A"	"A"
"1569272_at"	"A"	"A"
"1569274_at"	"A"	"A"
"1569275_at"	"A"	"A"
"1569276_at"	"A"	"A"
"1569277_at"	"A"	"A"
"1569283_at"	"M"	"P"
"1569287_at"	"A"	"A"
"1569289_at"	"A"	"A"
"1569290_s_at"	"A"	"A"
"1569291_at"	"A"	"A"
"1569293_x_at"	"A"	"A"
"1569294_at"	"A"	"P"
"1569296_a_at"	"A"	"A"
"1569297_at"	"A"	"A"
"1569300_at"	"A"	"A"
"1569302_at"	"P"	"P"
"1569303_s_at"	"A"	"A"
"1569305_a_at"	"A"	"A"
"1569306_at"	"A"	"A"
"1569307_s_at"	"A"	"A"
"1569310_at"	"A"	"A"
"1569311_at"	"A"	"P"
"1569312_at"	"P"	"P"
"1569315_s_at"	"A"	"A"
"1569316_at"	"A"	"A"
"1569318_at"	"A"	"A"
"1569320_at"	"A"	"M"
"1569321_at"	"A"	"A"
"1569322_at"	"A"	"A"
"1569323_at"	"A"	"A"
"1569325_at"	"A"	"A"
"1569330_at"	"A"	"A"
"1569331_at"	"A"	"A"
"1569332_at"	"A"	"A"
"1569334_at"	"A"	"A"
"1569335_a_at"	"A"	"M"
"1569337_at"	"A"	"A"
"1569338_at"	"A"	"A"
"1569339_s_at"	"A"	"A"
"1569341_at"	"A"	"M"
"1569342_at"	"A"	"A"
"1569344_a_at"	"A"	"P"
"1569345_at"	"A"	"A"
"1569346_a_at"	"A"	"A"
"1569348_at"	"A"	"A"
"1569349_at"	"P"	"A"
"1569351_at"	"A"	"A"
"1569352_at"	"A"	"A"
"1569353_at"	"A"	"A"
"1569354_at"	"A"	"A"
"1569355_at"	"A"	"A"
"1569361_a_at"	"A"	"A"
"1569362_at"	"A"	"A"
"1569365_a_at"	"A"	"A"
"1569366_a_at"	"A"	"A"
"1569368_at"	"A"	"A"
"1569369_at"	"A"	"P"
"1569371_at"	"A"	"A"
"1569372_at"	"A"	"A"
"1569374_at"	"A"	"A"
"1569375_at"	"A"	"A"
"1569376_s_at"	"A"	"A"
"1569377_at"	"A"	"A"
"1569378_at"	"A"	"A"
"1569380_a_at"	"A"	"A"
"1569383_s_at"	"A"	"A"
"1569385_s_at"	"A"	"A"
"1569386_at"	"A"	"A"
"1569387_at"	"A"	"A"
"1569391_at"	"A"	"A"
"1569392_at"	"A"	"A"
"1569393_at"	"A"	"A"
"1569396_at"	"A"	"A"
"1569399_at"	"A"	"A"
"1569401_at"	"A"	"A"
"1569402_at"	"A"	"A"
"1569403_at"	"P"	"P"
"1569405_at"	"A"	"A"
"1569406_at"	"A"	"A"
"1569407_at"	"A"	"A"
"1569408_at"	"A"	"A"
"1569409_x_at"	"A"	"A"
"1569410_at"	"A"	"A"
"1569411_at"	"A"	"A"
"1569415_at"	"M"	"A"
"1569416_at"	"A"	"A"
"1569417_at"	"A"	"A"
"1569418_at"	"A"	"A"
"1569419_at"	"A"	"A"
"1569421_at"	"A"	"A"
"1569422_at"	"A"	"A"
"1569426_at"	"A"	"A"
"1569428_at"	"A"	"A"
"1569430_at"	"A"	"A"
"1569431_at"	"A"	"A"
"1569433_at"	"A"	"A"
"1569434_at"	"A"	"A"
"1569436_at"	"A"	"A"
"1569439_at"	"A"	"A"
"1569443_s_at"	"A"	"A"
"1569444_at"	"A"	"A"
"1569445_at"	"A"	"A"
"1569446_x_at"	"A"	"A"
"1569448_at"	"A"	"A"
"1569449_a_at"	"A"	"A"
"1569450_at"	"A"	"A"
"1569452_at"	"A"	"A"
"1569453_a_at"	"A"	"A"
"1569454_a_at"	"A"	"A"
"1569459_a_at"	"A"	"A"
"1569461_at"	"A"	"A"
"1569462_x_at"	"A"	"A"
"1569464_at"	"P"	"P"
"1569465_at"	"A"	"A"
"1569466_at"	"A"	"A"
"1569468_at"	"A"	"A"
"1569469_a_at"	"A"	"P"
"1569470_a_at"	"A"	"A"
"1569472_s_at"	"P"	"P"
"1569473_s_at"	"A"	"A"
"1569474_at"	"A"	"A"
"1569476_at"	"A"	"A"
"1569477_at"	"A"	"A"
"1569478_s_at"	"A"	"A"
"1569479_at"	"A"	"A"
"1569481_s_at"	"A"	"A"
"1569482_at"	"A"	"A"
"1569484_s_at"	"A"	"A"
"1569486_at"	"A"	"A"
"1569487_at"	"A"	"A"
"1569490_at"	"A"	"P"
"1569491_at"	"A"	"A"
"1569492_at"	"A"	"A"
"1569494_at"	"A"	"A"
"1569495_at"	"A"	"A"
"1569496_s_at"	"A"	"M"
"1569499_at"	"A"	"A"
"1569500_at"	"A"	"A"
"1569501_at"	"A"	"A"
"1569502_s_at"	"A"	"A"
"1569503_at"	"A"	"A"
"1569504_at"	"A"	"A"
"1569508_at"	"A"	"A"
"1569510_at"	"A"	"A"
"1569512_at"	"A"	"P"
"1569515_a_at"	"A"	"A"
"1569516_at"	"A"	"P"
"1569517_at"	"A"	"A"
"1569518_at"	"A"	"A"
"1569519_at"	"P"	"A"
"1569520_at"	"P"	"P"
"1569521_s_at"	"A"	"P"
"1569522_at"	"A"	"A"
"1569523_a_at"	"A"	"A"
"1569525_s_at"	"A"	"A"
"1569527_at"	"A"	"A"
"1569528_at"	"A"	"A"
"1569532_a_at"	"A"	"A"
"1569536_at"	"A"	"A"
"1569537_at"	"A"	"A"
"1569538_at"	"A"	"A"
"1569539_at"	"A"	"A"
"1569540_at"	"A"	"A"
"1569542_at"	"A"	"P"
"1569543_at"	"A"	"A"
"1569544_at"	"A"	"A"
"1569545_at"	"A"	"A"
"1569551_at"	"A"	"A"
"1569552_at"	"A"	"A"
"1569554_at"	"A"	"A"
"1569555_at"	"A"	"A"
"1569557_at"	"A"	"A"
"1569558_at"	"A"	"A"
"1569560_at"	"A"	"P"
"1569561_at"	"A"	"A"
"1569564_at"	"A"	"A"
"1569566_at"	"A"	"A"
"1569568_at"	"A"	"A"
"1569569_x_at"	"A"	"A"
"1569570_at"	"A"	"A"
"1569571_at"	"A"	"A"
"1569573_at"	"A"	"A"
"1569577_x_at"	"A"	"A"
"1569578_at"	"A"	"A"
"1569579_at"	"A"	"A"
"1569580_a_at"	"A"	"A"
"1569582_at"	"A"	"A"
"1569583_at"	"A"	"P"
"1569585_at"	"A"	"A"
"1569587_at"	"A"	"A"
"1569588_x_at"	"A"	"M"
"1569590_at"	"A"	"A"
"1569591_at"	"A"	"A"
"1569592_a_at"	"A"	"A"
"1569594_a_at"	"P"	"P"
"1569596_at"	"A"	"A"
"1569597_at"	"A"	"A"
"1569599_at"	"A"	"A"
"1569600_at"	"A"	"A"
"1569601_at"	"A"	"M"
"1569602_at"	"A"	"A"
"1569603_at"	"A"	"A"
"1569604_at"	"M"	"A"
"1569607_s_at"	"A"	"A"
"1569608_x_at"	"A"	"A"
"1569609_at"	"A"	"P"
"1569610_at"	"A"	"A"
"1569611_a_at"	"A"	"A"
"1569614_s_at"	"A"	"A"
"1569615_at"	"A"	"A"
"1569616_at"	"A"	"A"
"1569617_at"	"A"	"A"
"1569620_s_at"	"A"	"A"
"1569624_at"	"A"	"A"
"1569629_x_at"	"A"	"A"
"1569630_a_at"	"A"	"A"
"1569631_at"	"P"	"P"
"1569634_at"	"A"	"A"
"1569637_at"	"A"	"A"
"1569638_at"	"A"	"A"
"1569640_s_at"	"A"	"A"
"1569641_at"	"A"	"A"
"1569642_at"	"A"	"A"
"1569644_at"	"A"	"A"
"1569646_a_at"	"A"	"A"
"1569647_at"	"A"	"A"
"1569648_at"	"A"	"A"
"1569652_at"	"A"	"A"
"1569656_at"	"A"	"A"
"1569659_at"	"A"	"A"
"1569660_at"	"A"	"A"
"1569661_at"	"A"	"A"
"1569663_at"	"A"	"A"
"1569664_at"	"A"	"A"
"1569665_at"	"A"	"A"
"1569666_s_at"	"A"	"A"
"1569668_at"	"A"	"P"
"1569669_at"	"A"	"A"
"1569670_at"	"A"	"A"
"1569672_at"	"A"	"A"
"1569673_at"	"A"	"A"
"1569674_at"	"A"	"A"
"1569675_at"	"A"	"A"
"1569676_at"	"A"	"A"
"1569677_a_at"	"A"	"A"
"1569679_at"	"P"	"A"
"1569680_at"	"A"	"A"
"1569681_at"	"A"	"A"
"1569683_at"	"A"	"P"
"1569685_at"	"A"	"A"
"1569688_at"	"A"	"A"
"1569689_s_at"	"A"	"A"
"1569690_at"	"P"	"A"
"1569693_at"	"A"	"A"
"1569696_at"	"M"	"A"
"1569698_s_at"	"A"	"A"
"1569699_at"	"A"	"A"
"1569700_s_at"	"M"	"A"
"1569701_at"	"A"	"A"
"1569703_a_at"	"A"	"A"
"1569706_at"	"A"	"M"
"1569709_at"	"A"	"A"
"1569712_at"	"A"	"A"
"1569713_at"	"M"	"P"
"1569714_at"	"P"	"A"
"1569716_at"	"A"	"A"
"1569719_at"	"A"	"A"
"1569721_at"	"A"	"A"
"1569722_s_at"	"A"	"A"
"1569723_a_at"	"A"	"A"
"1569724_at"	"A"	"A"
"1569727_at"	"A"	"A"
"1569728_at"	"A"	"A"
"1569729_a_at"	"A"	"A"
"1569730_at"	"M"	"P"
"1569731_at"	"A"	"A"
"1569732_at"	"A"	"A"
"1569736_at"	"A"	"A"
"1569737_a_at"	"A"	"A"
"1569738_at"	"A"	"A"
"1569739_at"	"A"	"A"
"1569740_at"	"A"	"A"
"1569741_at"	"A"	"A"
"1569743_at"	"A"	"A"
"1569745_at"	"A"	"A"
"1569746_s_at"	"A"	"A"
"1569748_at"	"A"	"A"
"1569750_at"	"A"	"A"
"1569751_at"	"A"	"A"
"1569753_at"	"A"	"A"
"1569755_at"	"A"	"A"
"1569756_at"	"A"	"A"
"1569758_at"	"A"	"A"
"1569759_at"	"A"	"A"
"1569760_at"	"A"	"A"
"1569761_x_at"	"A"	"A"
"1569763_at"	"A"	"A"
"1569764_at"	"A"	"A"
"1569765_at"	"A"	"A"
"1569767_at"	"A"	"A"
"1569768_at"	"A"	"A"
"1569770_x_at"	"A"	"A"
"1569772_x_at"	"A"	"A"
"1569773_at"	"A"	"A"
"1569775_at"	"A"	"A"
"1569776_at"	"A"	"A"
"1569777_a_at"	"A"	"A"
"1569779_at"	"A"	"A"
"1569780_at"	"A"	"A"
"1569781_at"	"A"	"A"
"1569782_at"	"A"	"A"
"1569783_at"	"A"	"A"
"1569784_at"	"A"	"A"
"1569785_at"	"A"	"A"
"1569786_at"	"P"	"M"
"1569787_at"	"A"	"A"
"1569788_at"	"A"	"A"
"1569789_at"	"A"	"A"
"1569790_at"	"A"	"A"
"1569791_at"	"M"	"P"
"1569792_a_at"	"A"	"A"
"1569793_at"	"A"	"A"
"1569794_at"	"A"	"A"
"1569796_s_at"	"A"	"A"
"1569802_at"	"A"	"A"
"1569805_at"	"A"	"A"
"1569806_at"	"A"	"A"
"1569807_at"	"A"	"A"
"1569808_at"	"M"	"A"
"1569809_at"	"A"	"A"
"1569810_at"	"A"	"A"
"1569811_at"	"A"	"A"
"1569812_at"	"A"	"A"
"1569813_at"	"A"	"A"
"1569815_x_at"	"A"	"A"
"1569816_at"	"M"	"P"
"1569817_at"	"A"	"A"
"1569818_at"	"A"	"A"
"1569819_at"	"A"	"A"
"1569823_at"	"A"	"A"
"1569824_at"	"A"	"A"
"1569826_at"	"A"	"A"
"1569827_at"	"P"	"P"
"1569828_at"	"A"	"A"
"1569830_at"	"A"	"A"
"1569831_at"	"A"	"A"
"1569832_at"	"A"	"A"
"1569833_at"	"A"	"A"
"1569834_at"	"A"	"A"
"1569835_at"	"A"	"A"
"1569838_at"	"A"	"A"
"1569839_s_at"	"A"	"A"
"1569840_at"	"A"	"A"
"1569841_x_at"	"A"	"M"
"1569842_at"	"A"	"A"
"1569843_at"	"A"	"A"
"1569846_at"	"A"	"A"
"1569847_at"	"A"	"A"
"1569849_at"	"A"	"A"
"1569850_at"	"A"	"A"
"1569852_at"	"A"	"A"
"1569853_at"	"A"	"A"
"1569854_at"	"A"	"A"
"1569855_at"	"A"	"A"
"1569856_at"	"A"	"A"
"1569857_s_at"	"P"	"P"
"1569858_at"	"A"	"A"
"1569859_at"	"A"	"A"
"1569861_at"	"A"	"A"
"1569864_at"	"A"	"A"
"1569867_at"	"A"	"A"
"1569868_s_at"	"A"	"A"
"1569871_at"	"A"	"A"
"1569872_a_at"	"A"	"A"
"1569873_at"	"A"	"A"
"1569874_s_at"	"A"	"A"
"1569876_at"	"A"	"A"
"1569878_at"	"A"	"A"
"1569879_a_at"	"A"	"A"
"1569881_at"	"A"	"A"
"1569882_at"	"A"	"A"
"1569885_at"	"A"	"A"
"1569886_a_at"	"A"	"A"
"1569887_a_at"	"A"	"A"
"1569891_at"	"A"	"A"
"1569892_at"	"A"	"A"
"1569894_at"	"A"	"A"
"1569895_at"	"A"	"A"
"1569898_a_at"	"P"	"P"
"1569900_at"	"A"	"A"
"1569904_x_at"	"A"	"A"
"1569905_at"	"A"	"P"
"1569906_s_at"	"P"	"P"
"1569909_at"	"M"	"P"
"1569910_at"	"A"	"A"
"1569911_at"	"A"	"A"
"1569912_at"	"A"	"A"
"1569915_at"	"A"	"A"
"1569916_at"	"P"	"M"
